YEAR,NUMBER,ID_TOP_TEN,Name,Summary,cwe,URL_CWE,URL_LEVEL_TOP_TEN
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",352,https://cwe.mitre.org/data/definitions/352.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",359,https://cwe.mitre.org/data/definitions/359.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",377,https://cwe.mitre.org/data/definitions/377.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",402,https://cwe.mitre.org/data/definitions/402.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",425,https://cwe.mitre.org/data/definitions/425.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",441,https://cwe.mitre.org/data/definitions/441.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",497,https://cwe.mitre.org/data/definitions/497.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",538,https://cwe.mitre.org/data/definitions/538.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",540,https://cwe.mitre.org/data/definitions/540.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",548,https://cwe.mitre.org/data/definitions/548.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",552,https://cwe.mitre.org/data/definitions/552.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",566,https://cwe.mitre.org/data/definitions/566.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",601,https://cwe.mitre.org/data/definitions/601.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",639,https://cwe.mitre.org/data/definitions/639.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",651,https://cwe.mitre.org/data/definitions/651.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",668,https://cwe.mitre.org/data/definitions/668.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",706,https://cwe.mitre.org/data/definitions/706.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",862,https://cwe.mitre.org/data/definitions/862.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",863,https://cwe.mitre.org/data/definitions/863.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",913,https://cwe.mitre.org/data/definitions/913.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",922,https://cwe.mitre.org/data/definitions/922.html,https://cwe.mitre.org/data/definitions/1344.html
2021,1,A01:2021,"A01:2021 - Broken Access Control","Weaknesses in this category are related to the A01 category ""Broken Access Control"" in the OWASP Top Ten 2021.",1275,https://cwe.mitre.org/data/definitions/1275.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",261,https://cwe.mitre.org/data/definitions/261.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",296,https://cwe.mitre.org/data/definitions/296.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",310,https://cwe.mitre.org/data/definitions/310.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",319,https://cwe.mitre.org/data/definitions/319.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",321,https://cwe.mitre.org/data/definitions/321.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",322,https://cwe.mitre.org/data/definitions/322.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",323,https://cwe.mitre.org/data/definitions/323.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",324,https://cwe.mitre.org/data/definitions/324.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",325,https://cwe.mitre.org/data/definitions/325.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",326,https://cwe.mitre.org/data/definitions/326.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",327,https://cwe.mitre.org/data/definitions/327.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",328,https://cwe.mitre.org/data/definitions/328.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",329,https://cwe.mitre.org/data/definitions/329.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",330,https://cwe.mitre.org/data/definitions/330.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",331,https://cwe.mitre.org/data/definitions/331.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",335,https://cwe.mitre.org/data/definitions/335.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",336,https://cwe.mitre.org/data/definitions/336.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",337,https://cwe.mitre.org/data/definitions/337.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",338,https://cwe.mitre.org/data/definitions/338.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",340,https://cwe.mitre.org/data/definitions/340.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",347,https://cwe.mitre.org/data/definitions/347.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",523,https://cwe.mitre.org/data/definitions/523.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",720,https://cwe.mitre.org/data/definitions/720.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",757,https://cwe.mitre.org/data/definitions/757.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",759,https://cwe.mitre.org/data/definitions/759.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",760,https://cwe.mitre.org/data/definitions/760.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",780,https://cwe.mitre.org/data/definitions/780.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",818,https://cwe.mitre.org/data/definitions/818.html,https://cwe.mitre.org/data/definitions/1344.html
2021,2,A02:2021,"A02:2021 - Cryptographic Failures","Weaknesses in this category are related to the A02 category ""Cryptographic Failures"" in the OWASP Top Ten 2021.",916,https://cwe.mitre.org/data/definitions/916.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",20,https://cwe.mitre.org/data/definitions/20.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",74,https://cwe.mitre.org/data/definitions/74.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",75,https://cwe.mitre.org/data/definitions/75.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",77,https://cwe.mitre.org/data/definitions/77.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",78,https://cwe.mitre.org/data/definitions/78.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",79,https://cwe.mitre.org/data/definitions/79.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",80,https://cwe.mitre.org/data/definitions/80.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",83,https://cwe.mitre.org/data/definitions/83.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",87,https://cwe.mitre.org/data/definitions/87.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",88,https://cwe.mitre.org/data/definitions/88.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",89,https://cwe.mitre.org/data/definitions/89.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",90,https://cwe.mitre.org/data/definitions/90.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",91,https://cwe.mitre.org/data/definitions/91.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",93,https://cwe.mitre.org/data/definitions/93.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",94,https://cwe.mitre.org/data/definitions/94.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",95,https://cwe.mitre.org/data/definitions/95.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",96,https://cwe.mitre.org/data/definitions/96.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",97,https://cwe.mitre.org/data/definitions/97.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",98,https://cwe.mitre.org/data/definitions/98.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",99,https://cwe.mitre.org/data/definitions/99.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",113,https://cwe.mitre.org/data/definitions/113.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",116,https://cwe.mitre.org/data/definitions/116.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",138,https://cwe.mitre.org/data/definitions/138.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",184,https://cwe.mitre.org/data/definitions/184.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",470,https://cwe.mitre.org/data/definitions/470.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",471,https://cwe.mitre.org/data/definitions/471.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",564,https://cwe.mitre.org/data/definitions/564.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",610,https://cwe.mitre.org/data/definitions/610.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",643,https://cwe.mitre.org/data/definitions/643.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",644,https://cwe.mitre.org/data/definitions/644.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",652,https://cwe.mitre.org/data/definitions/652.html,https://cwe.mitre.org/data/definitions/1344.html
2021,3,A03:2021,"A03:2021 - Injection","Weaknesses in this category are related to the A03 category ""Injection"" in the OWASP Top Ten 2021.",917,https://cwe.mitre.org/data/definitions/917.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",73,https://cwe.mitre.org/data/definitions/73.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",183,https://cwe.mitre.org/data/definitions/183.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",209,https://cwe.mitre.org/data/definitions/209.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",213,https://cwe.mitre.org/data/definitions/213.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",235,https://cwe.mitre.org/data/definitions/235.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",256,https://cwe.mitre.org/data/definitions/256.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",257,https://cwe.mitre.org/data/definitions/257.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",266,https://cwe.mitre.org/data/definitions/266.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",269,https://cwe.mitre.org/data/definitions/269.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",280,https://cwe.mitre.org/data/definitions/280.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",311,https://cwe.mitre.org/data/definitions/311.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",312,https://cwe.mitre.org/data/definitions/312.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",313,https://cwe.mitre.org/data/definitions/313.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",316,https://cwe.mitre.org/data/definitions/316.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",419,https://cwe.mitre.org/data/definitions/419.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",430,https://cwe.mitre.org/data/definitions/430.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",434,https://cwe.mitre.org/data/definitions/434.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",444,https://cwe.mitre.org/data/definitions/444.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",451,https://cwe.mitre.org/data/definitions/451.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",472,https://cwe.mitre.org/data/definitions/472.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",501,https://cwe.mitre.org/data/definitions/501.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",522,https://cwe.mitre.org/data/definitions/522.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",525,https://cwe.mitre.org/data/definitions/525.html,https://cwe.mitre.org/data/definitions/1344.html
2021,4,A04:2021,"A04:2021 - Insecure Design","Weaknesses in this category are related to the A04 ""Insecure Design"" category in the OWASP Top Ten 2021.",539,https://cwe.mitre.org/data/definitions/539.html,https://cwe.mitre.org/data/definitions/1344.html
